year,country,isocode,tasa_homicidio
2013,Eswatini,SWZ,9.0266285
2014,Eswatini,SWZ,10.384591
2015,Eswatini,SWZ,9.800383
2016,Eswatini,SWZ,10.091278
2017,Eswatini,SWZ,11.224367
2021,Eswatini,SWZ,12.514571
2023,Eswatini,SWZ,NA
2012,Ethiopia,ETH,8.510548
2023,Ethiopia,ETH,NA
2023,Ethiopia (former),OWID_ERE,NA
2000,Europe (UN),NA,7.7587333
2001,Europe (UN),NA,8.055413
2002,Europe (UN),NA,8.130597
2003,Europe (UN),NA,7.6370587
2004,Europe (UN),NA,7.1456146
2005,Europe (UN),NA,6.496783
2006,Europe (UN),NA,5.470304
2007,Europe (UN),NA,4.92947
2008,Europe (UN),NA,3.8475456
2009,Europe (UN),NA,3.6574044
2010,Europe (UN),NA,3.4763846
2011,Europe (UN),NA,3.3947246
2012,Europe (UN),NA,3.3750763
2013,Europe (UN),NA,3.3315096
2014,Europe (UN),NA,3.4121761
2015,Europe (UN),NA,3.4473279
2016,Europe (UN),NA,3.3250215
2017,Europe (UN),NA,2.9252324
2018,Europe (UN),NA,2.610636
2019,Europe (UN),NA,2.446805
2020,Europe (UN),NA,2.3573556
2021,Europe (UN),NA,2.222028
2022,Europe (UN),NA,2.1725714
2023,Europe (UN),NA,2.096911
2023,Falkland Islands,FLK,NA
2023,Faroe Islands,FRO,NA
2023,Federal Republic of Central America,NA,NA
1990,Fiji,FJI,4.138024
1991,Fiji,FJI,2.1804488
1992,Fiji,FJI,3.3106427
1993,Fiji,FJI,1.8978478
1994,Fiji,FJI,4.4037843
1995,Fiji,FJI,3.00471
1996,Fiji,FJI,1.6173389
1997,Fiji,FJI,1.6007122
2003,Fiji,FJI,2.8858829
2004,Fiji,FJI,2.6304774
2005,Fiji,FJI,2.6065898
2006,Fiji,FJI,2.4708953
2007,Fiji,FJI,2.3389676
2008,Fiji,FJI,1.881782
2009,Fiji,FJI,3.1965115
2010,Fiji,FJI,2.1967907
2011,Fiji,FJI,2.190608
2012,Fiji,FJI,2.185987
2013,Fiji,FJI,2.073438
2014,Fiji,FJI,2.1796358
2020,Fiji,FJI,2.950939
2021,Fiji,FJI,1.7453701
2022,Fiji,FJI,3.9155035
2023,Fiji,FJI,2.0559533
1990,Finland,FIN,3.0481844
1991,Finland,FIN,3.0714736
1992,Finland,FIN,3.0939195
1993,Finland,FIN,2.5658283
1994,Finland,FIN,2.8888905
1995,Finland,FIN,2.858305
1996,Finland,FIN,2.985531
1997,Finland,FIN,2.7043197
1998,Finland,FIN,2.1926641
1999,Finland,FIN,2.7683585
2000,Finland,FIN,2.8592396
2001,Finland,FIN,3.0069559
2002,Finland,FIN,2.5381951
2003,Finland,FIN,1.9758468
2004,Finland,FIN,2.8308303
2005,Finland,FIN,2.2683594
2006,Finland,FIN,2.2596738
2007,Finland,FIN,2.4391582
2008,Finland,FIN,2.5031161
2009,Finland,FIN,2.2476723
2010,Finland,FIN,2.2001173
2011,Finland,FIN,2.0414824
2012,Finland,FIN,1.6438949
2013,Finland,FIN,1.6363143
2014,Finland,FIN,1.6112247
2015,Finland,FIN,1.4964275
2016,Finland,FIN,1.3465638
2017,Finland,FIN,1.216325
2018,Finland,FIN,1.5954351
2019,Finland,FIN,1.4669238
2020,Finland,FIN,1.7541918
2021,Finland,FIN,1.2813398
2022,Finland,FIN,1.2389351
2023,Finland,FIN,0.98193496
1990,France,FRA,2.3776002
1991,France,FRA,2.365921
1992,France,FRA,2.331688
1993,France,FRA,2.62797
1994,France,FRA,2.4241436
1995,France,FRA,2.2958403
1996,France,FRA,2.005802
1997,France,FRA,1.644224
1998,France,FRA,1.6349428
1999,France,FRA,1.6129521
2000,France,FRA,1.7668701
2001,France,FRA,1.7477636
2002,France,FRA,1.8548832
2003,France,FRA,1.6249287
2004,France,FRA,1.6183016
2005,France,FRA,1.583772
2006,France,FRA,1.4166032
2007,France,FRA,1.5905193
2008,France,FRA,1.6263092
2009,France,FRA,1.2978069
2010,France,FRA,1.2551768
2011,France,FRA,1.3430868
2012,France,FRA,1.223882
2013,France,FRA,1.2067516
2014,France,FRA,1.2242533
2015,France,FRA,1.5589297
2016,France,FRA,1.1968622
2017,France,FRA,1.087543
2018,France,FRA,1.0622785
2019,France,FRA,1.1456051
2020,France,FRA,1.0499917
2021,France,FRA,1.1107152
2022,France,FRA,1.2387328
2023,France,FRA,1.3350629
2024,France,FRA,1.3478885
2004,French Guiana,GUF,29.951174
2005,French Guiana,GUF,22.22804
2006,French Guiana,GUF,19.90795
2007,French Guiana,GUF,12.778998
2008,French Guiana,GUF,14.153217
2009,French Guiana,GUF,13.003675
2018,French Guiana,GUF,12.800369
2019,French Guiana,GUF,13.230372
2020,French Guiana,GUF,13.38809
2023,French Guiana,GUF,NA
2006,French Polynesia,PYF,1.139718
2007,French Polynesia,PYF,2.6272528
2008,French Polynesia,PYF,3.3534665
2009,French Polynesia,PYF,0.371083
2023,French Polynesia,PYF,NA
2023,Gabon,GAB,NA
2023,Gambia,GMB,NA
1990,Georgia,GEO,4.955158
1991,Georgia,GEO,7.788814
1992,Georgia,GEO,14.544254
1993,Georgia,GEO,16.9538
1994,Georgia,GEO,11.454001
1995,Georgia,GEO,7.9378886
1996,Georgia,GEO,5.610069
1997,Georgia,GEO,6.0698266
1998,Georgia,GEO,5.3097916
1999,Georgia,GEO,5.4762754
2000,Georgia,GEO,5.521724
2001,Georgia,GEO,6.2475705
2002,Georgia,GEO,7.0739064
2004,Georgia,GEO,7.347007
2005,Georgia,GEO,10.00961
2006,Georgia,GEO,8.081887
2007,Georgia,GEO,8.317391
2008,Georgia,GEO,6.673102
2009,Georgia,GEO,5.358591
2010,Georgia,GEO,4.7998877
2016,Georgia,GEO,1.0284655
2017,Georgia,GEO,2.3992455
2018,Georgia,GEO,2.345267
2019,Georgia,GEO,2.028065
2023,Georgia,GEO,NA
1990,Germany,DEU,1.1680138
1991,Germany,DEU,1.403431
1992,Germany,DEU,1.4307796
1993,Germany,DEU,1.6542562
1994,Germany,DEU,2.3834093
1995,Germany,DEU,2.4774477
1996,Germany,DEU,2.337619
1997,Germany,DEU,2.1847408
1998,Germany,DEU,1.9533741
1999,Germany,DEU,1.6234424
2000,Germany,DEU,1.6675376
2001,Germany,DEU,1.4414061
2002,Germany,DEU,1.4280783
2003,Germany,DEU,1.3359864
2004,Germany,DEU,1.3545661
2005,Germany,DEU,1.2724456
2006,Germany,DEU,1.2092731
2007,Germany,DEU,1.0922705
2008,Germany,DEU,1.0245248
2009,Germany,DEU,0.9921507
2010,Germany,DEU,0.98106015
2011,Germany,DEU,0.9127126
2012,Germany,DEU,0.8144209
2013,Germany,DEU,0.8415433
2014,Germany,DEU,0.8798654
2015,Germany,DEU,0.8309215
2016,Germany,DEU,1.1636041
2017,Germany,DEU,0.97829217
2018,Germany,DEU,0.94520104
2019,Germany,DEU,0.7455793
2020,Germany,DEU,0.9350856
2021,Germany,DEU,0.83037543
2022,Germany,DEU,0.8158292
2023,Germany,DEU,0.9107228
2001,Ghana,GHA,2.1470647
2002,Ghana,GHA,1.9344517
2003,Ghana,GHA,2.047265
2004,Ghana,GHA,2.066919
2005,Ghana,GHA,1.7506006
2006,Ghana,GHA,1.7881399
2007,Ghana,GHA,1.6876546
2008,Ghana,GHA,1.7731998
2009,Ghana,GHA,1.7174346
2010,Ghana,GHA,1.6565263
2011,Ghana,GHA,1.6209947
2012,Ghana,GHA,2.0946898
2013,Ghana,GHA,2.011963
2014,Ghana,GHA,1.9364092
2015,Ghana,GHA,1.829519
2016,Ghana,GHA,1.8700986
2017,Ghana,GHA,2.029435
2018,Ghana,GHA,1.6319824
2019,Ghana,GHA,1.8266771
2020,Ghana,GHA,1.7404771
2021,Ghana,GHA,1.8543197
2022,Ghana,GHA,1.8311177
2023,Ghana,GHA,NA
2009,Gibraltar,GIB,0
2010,Gibraltar,GIB,3.2002048
2024,Gibraltar,GIB,0
2023,Gibraltar,GIB,NA
2023,Grand Duchy of Baden,NA,NA
2023,Grand Duchy of Tuscany,NA,NA
2023,Great Colombia,NA,NA
1990,Greece,GRC,1.0137948
1991,Greece,GRC,1.3389422
1992,Greece,GRC,1.3224072
1993,Greece,GRC,1.4405416
1994,Greece,GRC,1.27075
1995,Greece,GRC,1.4354657
1996,Greece,GRC,1.5988526
1997,Greece,GRC,1.9110694
1998,Greece,GRC,1.6486487
1999,Greece,GRC,1.444824
2001,Greece,GRC,1.2173569
2002,Greece,GRC,0.8631546
2004,Greece,GRC,1.0139426
2005,Greece,GRC,1.2020398
2006,Greece,GRC,0.9985382
2007,Greece,GRC,1.1769247
2008,Greece,GRC,1.300006
2009,Greece,GRC,1.3683747
2010,Greece,GRC,1.5820694
2011,Greece,GRC,1.656338
2012,Greece,GRC,1.502494
2013,Greece,GRC,1.3950256
2014,Greece,GRC,0.9822672
2015,Greece,GRC,0.8594477
2016,Greece,GRC,0.7795459
2017,Greece,GRC,0.79973716
2018,Greece,GRC,0.9225743
2019,Greece,GRC,0.72770864
2020,Greece,GRC,0.72901493
2021,Greece,GRC,0.84124476
2022,Greece,GRC,1.1236516
2023,Greece,GRC,0.8396053
1992,Greenland,GRL,23.317131
1993,Greenland,GRL,21.521383
1994,Greenland,GRL,10.762332
1995,Greenland,GRL,19.699316
1996,Greenland,GRL,5.3572383
1997,Greenland,GRL,19.608017
1998,Greenland,GRL,10.685759
1999,Greenland,GRL,19.597538
2000,Greenland,GRL,23.128174
2001,Greenland,GRL,30.135967
2002,Greenland,GRL,21.20441
2003,Greenland,GRL,8.808787
2004,Greenland,GRL,19.329954
2005,Greenland,GRL,17.559416
2006,Greenland,GRL,14.064079
2007,Greenland,GRL,14.088972
2008,Greenland,GRL,14.119059
2009,Greenland,GRL,17.692383
2010,Greenland,GRL,19.429651
2011,Greenland,GRL,1.7594947
2012,Greenland,GRL,14.089965
2013,Greenland,GRL,12.386531
2014,Greenland,GRL,7.1208587
2015,Greenland,GRL,7.1401796
2016,Greenland,GRL,5.3513136
2023,Greenland,GRL,NA
2000,Grenada,GRD,13.959851
2001,Grenada,GRD,5.5562243
2002,Grenada,GRD,12.914593
2003,Grenada,GRD,8.265677
2004,Grenada,GRD,5.4883485
2005,Grenada,GRD,10.024195
2006,Grenada,GRD,10.895768
2007,Grenada,GRD,9.952815
2008,Grenada,GRD,14.427933
2009,Grenada,GRD,6.2919087
2010,Grenada,GRD,8.961698
2011,Grenada,GRD,3.5689113
2012,Grenada,GRD,12.414154
2013,Grenada,GRD,5.286949
2014,Grenada,GRD,7.0094585
2015,Grenada,GRD,5.2321324
2016,Grenada,GRD,9.554417
2017,Grenada,GRD,10.39519
2018,Grenada,GRD,10.3724575
2019,Grenada,GRD,13.795303
2020,Grenada,GRD,12.033591
2021,Grenada,GRD,4.2849493
2022,Grenada,GRD,6.8426948
2023,Grenada,GRD,13.665752
2004,Guadeloupe,GLP,6.328282
2005,Guadeloupe,GLP,5.636198
2006,Guadeloupe,GLP,5.893635
2007,Guadeloupe,GLP,7.10269
2008,Guadeloupe,GLP,7.8243628
2009,Guadeloupe,GLP,8.802128
2011,Guadeloupe,GLP,6.6006036
2012,Guadeloupe,GLP,7.5766373
2013,Guadeloupe,GLP,8.570837
2014,Guadeloupe,GLP,5.1642666
2015,Guadeloupe,GLP,9.654648
2016,Guadeloupe,GLP,5.684156
2023,Guadeloupe,GLP,NA
2000,Guam,GUM,1.2494924
2001,Guam,GUM,4.9587955
2002,Guam,GUM,1.232172
2003,Guam,GUM,4.9038687
2004,Guam,GUM,5.494187
2005,Guam,GUM,4.2588015
2006,Guam,GUM,6.673178
2007,Guam,GUM,0.6050815
2008,Guam,GUM,0.6035258
2009,Guam,GUM,3.0089123
2010,Guam,GUM,1.8015692
2011,Guam,GUM,2.401782
2019,Guam,GUM,4.326115
2023,Guam,GUM,NA
1992,Guatemala,GTM,28.029041
1993,Guatemala,GTM,33.03762
1994,Guatemala,GTM,32.249016
1995,Guatemala,GTM,31.610601
1996,Guatemala,GTM,34.194653
1997,Guatemala,GTM,36.82161
1998,Guatemala,GTM,29.715027
1999,Guatemala,GTM,23.242653
2000,Guatemala,GTM,24.825623
2001,Guatemala,GTM,26.98543
2002,Guatemala,GTM,29.648281
2003,Guatemala,GTM,33.82607
2004,Guatemala,GTM,35.190586
2005,Guatemala,GTM,40.78661
2006,Guatemala,GTM,44.024822
2007,Guatemala,GTM,42.34532
2008,Guatemala,GTM,45.15193
2009,Guatemala,GTM,45.71031
2010,Guatemala,GTM,41.10313
2011,Guatemala,GTM,38.40557
2012,Guatemala,GTM,34.1625
2013,Guatemala,GTM,33.50157
2014,Guatemala,GTM,33.49759
2017,Guatemala,GTM,32.805473
2018,Guatemala,GTM,28.903543
2019,Guatemala,GTM,25.941599
2020,Guatemala,GTM,18.188286
2021,Guatemala,GTM,20.24587
2022,Guatemala,GTM,22.04744
2023,Guatemala,GTM,23.365726
2023,Guernsey,GGY,NA
2023,Guinea,GIN,NA
2016,Guinea-Bissau,GNB,3.4936528
2017,Guinea-Bissau,GNB,1.118764
2023,Guinea-Bissau,GNB,NA
1990,Guyana,GUY,12.001704
1991,Guyana,GUY,25.67322
1992,Guyana,GUY,14.001661
1993,Guyana,GUY,15.538581
1994,Guyana,GUY,14.289088
1995,Guyana,GUY,14.3726
1996,Guyana,GUY,11.570939
1997,Guyana,GUY,11.413661
1998,Guyana,GUY,14.798605
1999,Guyana,GUY,11.903469
2000,Guyana,GUY,9.936823
2001,Guyana,GUY,10.4646635
2002,Guyana,GUY,18.725807
2003,Guyana,GUY,27.388231
2004,Guyana,GUY,17.182177
2005,Guyana,GUY,18.661768
2006,Guyana,GUY,20.158993
2007,Guyana,GUY,15.194345
2008,Guyana,GUY,20.938065
2009,Guyana,GUY,15.556566
2010,Guyana,GUY,18.68519
2011,Guyana,GUY,17.4227
2012,Guyana,GUY,18.625505
2013,Guyana,GUY,20.666075
2014,Guyana,GUY,19.755274
2015,Guyana,GUY,19.636759
2016,Guyana,GUY,18.59739
2017,Guyana,GUY,14.964635
2018,Guyana,GUY,14.023022
2019,Guyana,GUY,16.838665
2020,Guyana,GUY,19.44317
2021,Guyana,GUY,16.06412
2022,Guyana,GUY,15.943781
2023,Guyana,GUY,19.120157
2007,Haiti,HTI,5.1849422
2008,Haiti,HTI,5.2251787
2009,Haiti,HTI,6.171578
2010,Haiti,HTI,6.905842
2011,Haiti,HTI,9.218446
2012,Haiti,HTI,10.258427
2013,Haiti,HTI,10.163991
2014,Haiti,HTI,9.447391
2015,Haiti,HTI,10.177472
2016,Haiti,HTI,9.633174
2018,Haiti,HTI,6.777736
2020,Haiti,HTI,11.384003
2021,Haiti,HTI,14.1983185
2022,Haiti,HTI,18.976658
2023,Haiti,HTI,41.15181
1990,Honduras,HND,9.949483
1991,Honduras,HND,13.735788
1992,Honduras,HND,18.118538
1993,Honduras,HND,23.095432
1994,Honduras,HND,30.155447
1995,Honduras,HND,26.726427
1999,Honduras,HND,40.04398
2000,Honduras,HND,48.28382
2001,Honduras,HND,51.612957
2002,Honduras,HND,52.2132
2003,Honduras,HND,57.21138
2004,Honduras,HND,49.856182
2005,Honduras,HND,42.950626
2006,Honduras,HND,40.7218
2007,Honduras,HND,45.79569
2008,Honduras,HND,55.60002
2009,Honduras,HND,64.469666
2010,Honduras,HND,74.54089
2011,Honduras,HND,83.17934
2012,Honduras,HND,82.294174
2013,Honduras,HND,72.34559
2014,Honduras,HND,64.99967
2015,Honduras,HND,55.73054
2016,Honduras,HND,54.71517
2017,Honduras,HND,40.2998
2018,Honduras,HND,37.981773
2019,Honduras,HND,41.011166
2020,Honduras,HND,35.70285
2021,Honduras,HND,38.202595
2022,Honduras,HND,34.967934
2023,Honduras,HND,31.442432
1990,Hong Kong,HKG,2.4637642
1991,Hong Kong,HKG,1.6346564
1992,Hong Kong,HKG,1.8751444
1993,Hong Kong,HKG,1.4570066
1994,Hong Kong,HKG,1.5888091
1995,Hong Kong,HKG,1.1817837
1996,Hong Kong,HKG,1.2217444
1997,Hong Kong,HKG,1.5896087
1998,Hong Kong,HKG,0.98139423
1999,Hong Kong,HKG,0.9521615
2000,Hong Kong,HKG,0.6413446
2001,Hong Kong,HKG,0.9742792
2002,Hong Kong,HKG,1.0115213
2003,Hong Kong,HKG,0.75813836
2004,Hong Kong,HKG,0.6532946
2005,Hong Kong,HKG,0.49214834
2006,Hong Kong,HKG,0.5049711
2007,Hong Kong,HKG,0.2581998
2008,Hong Kong,HKG,0.51277024
2009,Hong Kong,HKG,0.6653015
2010,Hong Kong,HKG,0.4928455
2011,Hong Kong,HKG,0.23799625
2012,Hong Kong,HKG,0.37494475
2013,Hong Kong,HKG,0.85348487
2014,Hong Kong,HKG,0.36887762
2015,Hong Kong,HKG,0.29865295
2016,Hong Kong,HKG,0.37796926
2017,Hong Kong,HKG,0.3223687
2018,Hong Kong,HKG,0.6424676
2019,Hong Kong,HKG,0.32060647
2020,Hong Kong,HKG,0.29371575
2021,Hong Kong,HKG,0.3072976
2022,Hong Kong,HKG,0.40182617
2023,Hong Kong,HKG,0.3762058
1990,Hungary,HUN,1.9361773
1991,Hungary,HUN,2.9581306
1992,Hungary,HUN,2.9407585
1993,Hungary,HUN,2.8773172
1994,Hungary,HUN,3.0270977
1995,Hungary,HUN,2.8674424
1996,Hungary,HUN,2.6304972
1997,Hungary,HUN,2.8116665
1998,Hungary,HUN,2.81904
1999,Hungary,HUN,2.4755876
2000,Hungary,HUN,2.011658
2001,Hungary,HUN,2.498355
2002,Hungary,HUN,2.0022755
2003,Hungary,HUN,2.2554243
2004,Hungary,HUN,2.0722222
2005,Hungary,HUN,1.6292945
2006,Hungary,HUN,1.731353
2007,Hungary,HUN,1.5347693
2008,Hungary,HUN,1.8069901
2009,Hungary,HUN,1.3898085
2010,Hungary,HUN,1.3828863
2011,Hungary,HUN,1.4577733
2012,Hungary,HUN,1.2504257
2013,Hungary,HUN,1.5572313
2014,Hungary,HUN,1.4803035
2015,Hungary,HUN,2.246115
2016,Hungary,HUN,2.0590117
2017,Hungary,HUN,1.6350548
2018,Hungary,HUN,0.87985
2019,Hungary,HUN,0.6652784
2020,Hungary,HUN,0.82055855
2021,Hungary,HUN,0.77257067
2022,Hungary,HUN,0.9706426
2023,Hungary,HUN,0.722658
1994,Iceland,ISL,0
1995,Iceland,ISL,0
1996,Iceland,ISL,0.3718025
1997,Iceland,ISL,0.73750526
1998,Iceland,ISL,0
1999,Iceland,ISL,0.7208558
2000,Iceland,ISL,1.7775881
2001,Iceland,ISL,0.35081258
2002,Iceland,ISL,1.3907868
2005,Iceland,ISL,1.0106642
2006,Iceland,ISL,0
2007,Iceland,ISL,0.6417445
2008,Iceland,ISL,0
2009,Iceland,ISL,0.31386137
2010,Iceland,ISL,0.6286185
2011,Iceland,ISL,0.94003516
2012,Iceland,ISL,0.31168136
2013,Iceland,ISL,0.30875108
2014,Iceland,ISL,0.30533186
2015,Iceland,ISL,0.9064772
2016,Iceland,ISL,0.2979973
2017,Iceland,ISL,0.8732824
2018,Iceland,ISL,0.85021
2019,Iceland,ISL,0.27723908
2020,Iceland,ISL,1.3638322
2021,Iceland,ISL,0.536706
2022,Iceland,ISL,1.0516478
2023,Iceland,ISL,1.2901311
1990,India,IND,5.1055975
1991,India,IND,5.4952464
1992,India,IND,5.5028086
1993,India,IND,5.199658
1994,India,IND,5.0424805
1995,India,IND,4.8303604
1996,India,IND,4.78851
1997,India,IND,4.745911
1998,India,IND,4.838882
1999,India,IND,4.602178
2000,India,IND,4.552979
2001,India,IND,4.3065276
2002,India,IND,4.1669083
2003,India,IND,3.9694557
2004,India,IND,4.09246
2005,India,IND,3.9054234
2006,India,IND,3.833388
2007,India,IND,3.8097684
2008,India,IND,3.8080819
2009,India,IND,3.739133
2010,India,IND,3.7362838
2011,India,IND,3.77728
2012,India,IND,3.7130637
2013,India,IND,3.5404348
2014,India,IND,3.6086888
2015,India,IND,3.3412788
2016,India,IND,3.14894
2017,India,IND,3.0766573
2018,India,IND,3.0299149
2019,India,IND,2.9499717
2020,India,IND,2.9352973
2021,India,IND,2.9224923
2022,India,IND,2.8153043
2023,India,IND,NA
1998,Indonesia,IDN,0.83783394
1999,Indonesia,IDN,0.98119915
2000,Indonesia,IDN,1.0200031
2003,Indonesia,IDN,0.72651166
2004,Indonesia,IDN,0.6225687
2022,Indonesia,IDN,0.30376875
2023,Indonesia,IDN,NA
2009,Iran,IRN,2.897022
2013,Iran,IRN,2.5331194
2014,Iran,IRN,2.3754005
2023,Iran,IRN,NA
1990,Iraq,IRQ,6.643458
1991,Iraq,IRQ,6.5907764
1992,Iraq,IRQ,7.6335273
1993,Iraq,IRQ,5.822554
1994,Iraq,IRQ,6.2910237
2008,Iraq,IRQ,15.8641205
2009,Iraq,IRQ,8.496848
2010,Iraq,IRQ,8.66796
2011,Iraq,IRQ,8.189936
2012,Iraq,IRQ,8.013705
2013,Iraq,IRQ,9.463752
2023,Iraq,IRQ,NA
2008,Iraq (Central Iraq),NA,17.702412
2009,Iraq (Central Iraq),NA,9.428223
2010,Iraq (Central Iraq),NA,9.486971
2011,Iraq (Central Iraq),NA,9.035212
2012,Iraq (Central Iraq),NA,8.899374
2013,Iraq (Central Iraq),NA,10.569668
2014,Iraq (Central Iraq),NA,9.576722
2018,Iraq (Central Iraq),NA,18.750805
2019,Iraq (Central Iraq),NA,15.734062
2020,Iraq (Central Iraq),NA,11.846596
2021,Iraq (Central Iraq),NA,15.397406
2008,Iraq (Kurdistan Region),NA,3.5387208
2009,Iraq (Kurdistan Region),NA,2.2757561
2010,Iraq (Kurdistan Region),NA,3.1692934
2011,Iraq (Kurdistan Region),NA,2.572451
2012,Iraq (Kurdistan Region),NA,2.1839025
2013,Iraq (Kurdistan Region),NA,2.246246
1990,Ireland,IRL,0.4837767
1991,Ireland,IRL,0.65077275
1992,Ireland,IRL,0.7025588
1993,Ireland,IRL,0.6431548
1994,Ireland,IRL,0.6963485
1995,Ireland,IRL,1.1909058
1996,Ireland,IRL,1.1543189
1997,Ireland,IRL,1.034776
1998,Ireland,IRL,1.0239625
1999,Ireland,IRL,1.0125402
2000,Ireland,IRL,0.9730223
2001,Ireland,IRL,1.3461107
2002,Ireland,IRL,1.3236797
2003,Ireland,IRL,0.9266367
2004,Ireland,IRL,0.7378142
2005,Ireland,IRL,1.2514187
2006,Ireland,IRL,1.4524064
2007,Ireland,IRL,1.7753447
2008,Ireland,IRL,1.1368704
2009,Ireland,IRL,1.1690097
2010,Ireland,IRL,1.1844496
2011,Ireland,IRL,0.91711015
2012,Ireland,IRL,1.1086638
2013,Ireland,IRL,1.0162851
2014,Ireland,IRL,1.0089651
2015,Ireland,IRL,0.5741643
2016,Ireland,IRL,0.6942249
2017,Ireland,IRL,0.789978
2018,Ireland,IRL,0.77987826
2019,Ireland,IRL,0.64862794
2020,Ireland,IRL,0.6221643
2021,Ireland,IRL,0.4375127
2022,Ireland,IRL,0.8610541
2023,Ireland,IRL,0.6542702
2011,Isle of Man,IMN,1.1850798
2012,Isle of Man,IMN,2.3715086
2013,Isle of Man,IMN,2.3769484
2014,Isle of Man,IMN,3.576005
2015,Isle of Man,IMN,1.1962724
2016,Isle of Man,IMN,0
2023,Isle of Man,IMN,NA
1990,Israel,ISR,3.2343242
1991,Israel,ISR,2.3431504
1992,Israel,ISR,3.005706
1993,Israel,ISR,2.7722917
1994,Israel,ISR,2.683689
1995,Israel,ISR,2.0916054
1996,Israel,ISR,2.1274462
1997,Israel,ISR,2.7627866
1998,Israel,ISR,2.5387988
1999,Israel,ISR,2.3040388
2000,Israel,ISR,2.5199673
2001,Israel,ISR,3.083076
2002,Israel,ISR,3.2562482
2003,Israel,ISR,2.6296284
2004,Israel,ISR,2.4035964
2005,Israel,ISR,2.5118136
2006,Israel,ISR,2.2355244
2007,Israel,ISR,1.9389713
2008,Israel,ISR,1.6942881
2009,Israel,ISR,1.9983081
2010,Israel,ISR,2.044506
2011,Israel,ISR,1.9676021
2012,Israel,ISR,1.6824881
2013,Israel,ISR,1.690458
2014,Israel,ISR,1.6334947
2015,Israel,ISR,1.4901448
2016,Israel,ISR,1.3398286
2017,Israel,ISR,1.6264447
2018,Israel,ISR,1.4570979
2019,Israel,ISR,1.6402013
2020,Israel,ISR,1.6703832
2021,Israel,ISR,1.9344902
2022,Israel,ISR,1.6258106
2023,Israel,ISR,NA
1990,Italy,ITA,3.1456325
1991,Italy,ITA,3.3955088
1992,Italy,ITA,2.583808
1993,Italy,ITA,1.8733351
1994,Italy,ITA,1.6875613
1995,Italy,ITA,1.7629635
1996,Italy,ITA,1.6671888
1997,Italy,ITA,1.52651
1998,Italy,ITA,1.553783
1999,Italy,ITA,1.4307977
2000,Italy,ITA,1.3374727
2001,Italy,ITA,1.2372229
2002,Italy,ITA,1.1215482
2005,Italy,ITA,1.0423841
2006,Italy,ITA,1.0637496
2007,Italy,ITA,1.0675244
2008,Italy,ITA,1.032543
2009,Italy,ITA,0.984909
2010,Italy,ITA,0.87926024
2011,Italy,ITA,0.91439354
2012,Italy,ITA,0.875577
2013,Italy,ITA,0.82764715
2014,Italy,ITA,0.7829992
2015,Italy,ITA,0.77424276
2016,Italy,ITA,0.6680103
2017,Italy,ITA,0.62261635
2018,Italy,ITA,0.5955788
2019,Italy,ITA,0.5271899
2020,Italy,ITA,0.4756916
2021,Italy,ITA,0.5072883
2022,Italy,ITA,0.54009527
2023,Italy,ITA,0.56807244
1990,Jamaica,JAM,22.858324
1991,Jamaica,JAM,23.574802
1992,Jamaica,JAM,26.06507
1993,Jamaica,JAM,26.817251
1994,Jamaica,JAM,27.957106
1995,Jamaica,JAM,31.198122
1996,Jamaica,JAM,36.641464
1997,Jamaica,JAM,40.740265
1998,Jamaica,JAM,33.42756
1999,Jamaica,JAM,32.975582
2000,Jamaica,JAM,34.013004
2001,Jamaica,JAM,43.400345
2002,Jamaica,JAM,39.574768
2003,Jamaica,JAM,36.70073
2004,Jamaica,JAM,55.04776
2005,Jamaica,JAM,62.298443
2006,Jamaica,JAM,49.61185
2007,Jamaica,JAM,58.36833
2008,Jamaica,JAM,59.399014
2009,Jamaica,JAM,61.490795
2010,Jamaica,JAM,52.645607
2011,Jamaica,JAM,41.043385
2012,Jamaica,JAM,39.748524
2013,Jamaica,JAM,43.18014
2014,Jamaica,JAM,35.973167
2015,Jamaica,JAM,43.13953
2016,Jamaica,JAM,48.186512
2017,Jamaica,JAM,58.492126
2018,Jamaica,JAM,45.707638
2019,Jamaica,JAM,47.462677
2020,Jamaica,JAM,47.090176
2021,Jamaica,JAM,51.943813
2022,Jamaica,JAM,53.1146
2023,Jamaica,JAM,49.299488
1990,Japan,JPN,0.54781306
1991,Japan,JPN,0.5157807
1992,Japan,JPN,0.54106766
1993,Japan,JPN,0.5727333
1994,Japan,JPN,0.59942436
1995,Japan,JPN,0.5760998
1996,Japan,JPN,0.5175618
1997,Japan,JPN,0.5623053
1998,Japan,JPN,0.6124101
1999,Japan,JPN,0.5804345
2000,Japan,JPN,0.5337415
2001,Japan,JPN,0.547697
2002,Japan,JPN,0.5192784
2003,Japan,JPN,0.5459334
2004,Japan,JPN,0.54688084
2005,Japan,JPN,0.5026841
2006,Japan,JPN,0.48360416
2007,Japan,JPN,0.44813052
2008,Japan,JPN,0.5103156
2009,Japan,JPN,0.39471897
2010,Japan,JPN,0.36275616
2011,Japan,JPN,0.34505254
2012,Japan,JPN,0.33534414
2013,Japan,JPN,0.28968793
2014,Japan,JPN,0.30983648
2015,Japan,JPN,0.28520724
2016,Japan,JPN,0.2846808
2017,Japan,JPN,0.24082221
2018,Japan,JPN,0.26317152
2019,Japan,JPN,0.251777
2020,Japan,JPN,0.2517724
2021,Japan,JPN,0.22676758
